p_id;p_ident;p_number;p_projet;Type_publication;p_titre;p_type_com;p_speaker_invite;p_nom_conference;p_date_debut_conference;p_date_fin_conference;p_ville_conference;p_pays_conference;p_lien_conference;p_nom_journal;p_publication_journal;p_volume_journal;p_pages_journal;p_annee_publication;p_doi;p_url_bdd;p_date_soumission;p_date_notification;p_date_soumission_finale;p_nom_responsable;p_liste_auteurs;p_affiliation;p_directeur_stage;p_date_debut_stage;p_date_fin_stage;p_award;p_date_soutenance_these;p_composition_jury_these;p_etablissement_delivrant_these;p_directeur_these;p_date_debut_these;p_date_fin_these;p_nom_meeting;p_date_meeting;p_auteur;p_avec_abstract;Statut;p_actif
1079;S038-47;47;S038;Communication;Edge AI and Hardware Accelerators;;;ESA Morpheus Workshop on Edge AI and Neuromorphic hardware accelerators;06/05/2024;07/05/2024;Noordwijk;Pays-Bas;https://atpi.eventsair.com/morpheus/;;;;;;;;;;;;E. Kervennic;IRT Saint Exupéry;;;;non;;;;;;;;;829;0;Réalisé;1
1083;S024-4;4;S024;Article journal;Evaluation of Time-Sensitive Networking for future centralized architecture;;;;;;;;;SIA CESA 2025;12/02/2025;SIA CESA 2025;;2025;;;;;;;Philippe Cuenot, Quentin Bailleul;Continental, IRT Saint Exupéry;;;;;;;;;;;;;950;0;Réalisé;1
1084;E025-7;7;E025;Communication;Contribution à l’etude des décharges surfaciques sous contrainte de pression aéronautique ;;;SGE2025;01/07/2025;03/07/2025;TOULOUSE;France;https://sge2025.sciencesconf.org/;;;;;;;;17/01/2025;;;;Mohammed El Amine SLAMA, Somya ANAND), Pierre HENRARD et Michaël DARQUES;IRT , MAD SOURIAU, MAD SAFRAN, IRT;;;;;;;;;;;;;1461;1;Annulé;1
1085;S033-58;58;S033;Communication;L’explicabilité dans le NLP : identifier les biais dans les gros modèles de langue;;;8eme journée de statistique mathématique;16/01/2025;16/01/2025;Paris;France;https://statmath2025.sciencesconf.org/?lang=fr;;;;;;;;;;;;Fanny Jourdan;IRT Saint Exupery;;;;non;;;;;;;;;617;0;Réalisé;1
1086;E011-1;1;E011;Communication;Post-mortem analysis on Low Temperature Proton Exchange Membrane Fuell Cells (LT-PEMFC) after small and high frequencies current ripple solicitations;;;ECS (The Electrochemical Society);18/05/2025;22/05/2025;Montréal;Canada (bientôt USA);https://www.electrochem.org/upcoming-meetings;;;;;;;;05/12/2024;;;;Morgane Stodel, Raphaël Chattot, Meryem Ennaji, Christophe Turpin, Pascal Lenormand, Christophe Tenailleau;CIRIMAT,ICGM,ICGM,LAPLACE,CIRIMAT,CIRIMAT;;;;;;;;;;;;;1461;1;Réalisé;1
1087;E011-2;2;E011;Communication;Assemblage de cellules PEM-BT et essais expérimentaux de reproductibilité;;;SGE (Symposium de Génie Electrique)  ;01/07/2025;03/07/2025;Toulouse;France;https://sge2025.sciencesconf.org/;;;;;;;;27/01/2025;;;;Gautier Capdeville;;;;;;;;;;;;;;1461;1;Réalisé;1
1089;S033-59;59;S033;Communication;Technology deep dive: Managing Uncertainty with PUNCC;;;Digital Factory Days;22/01/2025;22/01/2025;;;;;;;;;;;;;;;Mouhcine Mendil;;;;;;;;;;;;;;1083;0;Réalisé;1
1090;S033-60;60;S033;Communication;HadamRNN: Binary and Sparse Ternary Orthogonal RNNs;;;International Conference on Learning Representations (ICLR);24/04/2025;28/04/2025;Singapore ;Singapore ;https://iclr.cc/;;;;;;;;27/09/2024;23/01/2025;30/01/2025;;Armand Foucault, Franck Mamalet, François Malgouyres;IMT,IRT,IMT;;;;;;;;;;;;;595;0;Réalisé;1
1091;E011-3;3;E011;Article journal;Post-mortem analysis of high-frequency current ripples effects on HT-PEMFC aging;;;;;;;;;soumission à l'International Journal of Hydrogen Energy. ;31/01/2026;;;;;;;;;;Morgane Stode1l, Marion Pons1, Thomas Jarry2, Amine Jaafar2, Fabien Lacressonniere2, Christophe Turpin2, Raphaël Chattot3, Pascal Lenormand1, Christophe Tenailleau1;1 CIRIMAT, Université de Toulouse, Toulouse INP, CNRS, 31062 Toulouse cedex 9, France. 2 LAPLACE, Toulouse INP, Université de Toulouse, CNRS, 31071 Toulouse cedex 4, France. 3 ICGM, Univ. Montpellier, CNRS, ENSCM, 34095 Montpellier cedex 5, France ;;;;;;;;;;;;;1461;0;Réalisé;1
1093;E025-8;8;E025;Communication;Influence of Temperature on the Surface Discharge Behaviour at Varying Altitudes for Aeronautical Applications;;;CEIDP;14/09/2025;17/09/2025;Manchester;UK;https://ceidp.org/;;;;;;;;14/02/2025;;;;Somya ANAND(1)(2), Solomon Berihu ARAYA(1), Mohammed El Amine SLAMA(2), Pierre HENRARD(2), Stéphane BARLERIN(1);(1)SOURIAU-EATON, (2) IRT Saint-Exupéry, French Institute of Technology;;;;;;;;;;;;;1461;1;Réalisé;1
1095;U012-1;1;U012;Communication;CoFMPy: A Flexible FMI-based Co-Simulation Framework for Digital Twin Applications;;;MODPROD;04/02/2025;05/02/2025;Linköping;Suède;https://modprodblog.wordpress.com/;;;;;;;;31/03/2025;31/03/2025;31/03/2025;;Nora Bennani, Corentin Friedrich, Andrés Lombana, Mouhcine Mendil and Charlie Schlick;IRT Saint Exupéry;;;;;;;;;;;;;847;1;Réalisé;1
1096;S033-61;61;S033;Communication;Présentation XAI Séminaire Pole Data;;;Centre Léon Bérard;11/02/2025;11/02/2025;Lyon;France;;;;;;;;;;;;;Fanny Jourdan;IRT Saint Exupéry;;;;non;;;;;;;;;617;0;Réalisé;1
1097;A110-1;1;A110;Poster;Towards Embedded Intrusion Detection in Satellites;;;RESSI 2025 : Rendez-vous de la Recherche et de l'Enseignement de la Sécurité des Systèmes d'Information;21/05/2025;23/05/2025;Quimper;France;https://ressi2025.sciencesconf.org/?lang=fr;;;;;;;;07/02/2025;15/03/2025;17/04/2025;;Louis Lolive, Guillaume Auriol, Vincent Nicomette;IRT Saint Exupéry / LAAS- CNRS, INSA Toulouse / LAAS-CNRS, Equipe TRUST;;;;non;;;;;;;;;1023;0;Réalisé;1
1098;A143-1;1;A143;Communication;Alliage de titane à gradient de microstructure élaboré par procédé Laser Beam-Directed Energy Deposition;;;La Métallurgie, quel avenir !;23/06/2025;27/06/2025;Toulouse;France;https://metav2025.sciencesconf.org/;;;;;;;;27/01/2025;;;;Aurélien Prillieux1, Romain Deromedi1, Thomas Gilles1, Jean-Marc Auger1, Simon Perusin1;1IRT Saint Exupéry, 3 rue Tarfaya, 31405 Toulouse Cedex 4, France;;;;non;;;;;;;;;804;1;Réalisé;1
1100;S022-1;1;S022;Communication;A Novel Simulation Platform for Space Systems Cybersecurity R&D;;;IAC 2025;29/09/2025;03/10/2025;Sydney;Australie;https://www.iac2025.org/;;;;;;;;28/02/2025;19/04/2025;12/09/2025;;Simone Urbano, Jacques Girard, Louis Lolive, Vincent Nicomette, Pierre Bacquet, Patrick Hebrard, Guillaume Auriol, Ludovic Cintrat, Benjamin Deporte, Julien Airaud, Matteo Merialdo, Clotilde Szywala.;Starion Group France, Thales Alenia Space, IRT Saint Exupéry,  LAAS-CNRS, Thales Alenia Space, Starion Group France, LAAS-CNRS, Gatewatcher, IRT Saint Exupéry, CNES, Nexova, IRT Saint Exupéry.;;;;non;;;;;;;;;1023;1;Réalisé;1
1101;S023-12;12;S023;Communication;Dynamic Mission Planning Performances for Earth Observing Satellites with Adaptive Multi-Agent System;;;International Workshop on Planning & Scheduling for Space;28/04/2025;30/04/2025;Toulouse;France;https://sites.google.com/view/iwpss2025/;;;;;;;;;;;;B. Marchand, B. Francesconi, A. Girard, E. Kaddoum, A. Perles;IRT Saint-Exupéry, Thales Alenia Space, IRIT Université de Toulouse;;;;non;;;;;;;;;829;0;Réalisé;1
1102;S022-2;2;S022;Communication;A Satellite Constellation Simulator for Space Systems Cybersecurity Research and Development;;;Security for Space Systems (3S);04/11/2025;06/11/2025;Noordwijk;Netherlands;https://security4space.esa.int/2025/;;;;;;;;04/04/2025;30/05/2025;01/10/2025;;Simone Urbano, Jacques Girard, Louis Lolive, Vincent Nicomette, Pierre Bacquet, Patrick Hebrard, Guillaume Auriol, Ludovic Cintrat, Benjamin Deporte, Julien Airaud, Matteo Merialdo.;Starion Group France, Thales Alenia Space, IRT Saint Exupéry,  LAAS-CNRS, Thales Alenia Space, Starion Group France, LAAS-CNRS, Gatewatcher, IRT Saint Exupery, CNES, Nexova. ;;;;non;;;;;;;;;1023;0;Réalisé;1
1103;A120-8;8;A120;Communication;Design Optimization of Integrated CM/DM Inductors for Power Drive Input Filter;;;EPE 2025;31/03/2025;04/04/2025;Paris;France;https://epe2025.com/;;;;;;;;15/08/2024;15/11/2025;17/02/2025;;Rodrigo Drummond (1,2), Bernardo Cougo (1), Duc-Hoan Tran (1), Gregory Almeida (1), Sébastien Serpaud (1), Victor Dos Santos (1,3), Lenin M. F. Morais (2);(1) IRT Saint Exupéry, (2) Graduate Program in Electrical Engineering - Universidade Federal de Minas Gerais, (3) Safran Tech;;;;;;;;;;;;;46;0;Réalisé;1
1109;E009-9;9;E009;Communication;Etude de la stabilité de la résistance à l’état passant RDSON sur des composants GaN en fonctionnement;;;SYMPOSIUM DE GENIE ELECTRIQUE (SGE 2025);01/07/2025;03/07/2025;Toulouse;France;https://www.sge-conf.fr/sge-2025/;;;;;;;;01/11/2024;17/03/2025;07/02/2025;;Lucas Moreau, Marc Orsatelli, Emmanuel Marcault, Cyril Chabot, Alonso Gutierrez-Galeano, Mathieu Gavelle, Valéria Rustichelli, Mohamed Matmat;CEA, Commissariat à l’Energie Atomique et aux Energies Alternatives, 51 rue de l’Innovation, 31670 Labège IRT Saint Exupéry, 3 rue Tarfaya, 31400 Toulouse;;;;;;;;;;;;;821;0;Réalisé;1
1111;S023-13;13;S023;Communication;Evaluation of cross-domain generalization capabilities of remote sensing Foundation Models;;;ESA-NASA International Workshop on AI Foundation Model for EO;05/05/2025;07/05/2025;Frascati;Italy;https://nikal.eventsair.com/nasa-esa-international-workshop-on-geospatial-ai-foundation-model-for-earth-observation-and-earth-sciences/;;;;;;;;31/01/2025;05/03/2025;28/03/2025;;J. Cohen, D. Derksen, A. Girard;CNES, IRT Saint Exupery;;;;non;;;;;;;;;948;1;Réalisé;1
1112;M021-6;6;M021;Communication;Vitrimer matrix composites for industrial processes;;;ECCM21;02/07/2024;05/07/2024;NANTES;France;https://eccm21.org/;;;;;;;;;;;;Rima SFAR ZBED;;;;;;;;;;;;;;897;0;Réalisé;1
1113;E025-9;9;E025;Communication;ÉTUDE DE LA CINÉTIQUE DE DÉGRADATION DES POLYMERES FLUORES : SYNERGIE DES APPROCHES ISOCONVERSIONNELLES ET MODULÉES ;;;JCAT 55;14/05/2025;16/05/2025;TOULOUSE;France;https://jcat55.sciencesconf.org/;;;;;;;;15/03/2025;;;;Victor HENRI, Pierre HENRARD, Eric Dantras;IRT, SAfran ISE, CIRIMAT;;;;non;;;;;;;;;1461;1;Réalisé;1
1122;A064-7;7;A064;Communication;Cyclage de puissance à haute fréquence des onduleurs triphasés pour les applications aéronautiques;;;SGE 2025;01/07/2025;03/07/2025;Toulouse;France;;;;;;;;;21/02/2025;;;;Alice Teixeira2, Bernardo COUGO1, Lenin M. F. MORAIS2, Marco ANDRADE;IRT Saint Exupery, UFMG/Brésil;;;;;;;;;;;;;46;0;Réalisé;1
1125;A120-10;10;A120;Communication;Analyse des Convertisseurs SiC Haute Bande Passante pour les Applications Automobiles et Aéronautiques  ;;;SGE 2025;;;Toulouse;;;;;;;;;;20/02/2025;;;;Israel DIVAN1,2, Bernardo COUGO1, Lenin M. F. MORAIS2;1IRT Saint Exupéry, Toulouse, France 2Universidade Federal de Minas Gerais, Belo Horizonte, Brésil;;;;;;;;;;;;;46;0;Réalisé;1
1127;E039-46;46;E039;Communication;Multi objective and highly precise optimization of high performance SiC and GaN multilevel power inverters with severe constraints;;;EPE 2025;31/03/2025;04/04/2025;Paris;France;;;;;;;;;;;;;Bernardo Cougo;IRT Saint-Exupery;;;;;;;;;;;;;46;0;Réalisé;1
1129;E039-47;47;E039;Communication;Dependability and High Performance Optimization of next generation of Power Drive Systems for Aircraft Applications;;;TSAS 2025;28/01/2025;30/01/2025;Toulouse;France;https://www.3af-tsas.com/;;;;;;;;11/12/2024;;15/01/2025;;Bernardo Cougo, Sebastien Serpaud, Fabio Coccetti;IRT Saint-Exupery;;;;;;;;;;;;;46;0;Réalisé;1
1131;V244-2;2;V244;Communication;Application-representative high-frequency power cycling of SiC power modules used in inverters and rectifiers;;;ESREF 2025;06/10/2025;09/10/2025;Bordeaux;France;;;;;;;;;25/03/2025;14/05/2025;12/06/2025;;Rodrigo Drummond, Bernardo Cougo, Duc Hoan Tran;IRT Saint-Exupery;;;;oui;;;;;;;;;1296;0;Réalisé;1
1132;B090-1;1;B090;Communication;Ontology-Driven LLM Assistance for Task-Oriented Systems Engineering;;;Modelwards 2025;26/02/2025;28/02/2025;Porto;Portugal;https://modelsward.scitevents.org/?y=2025;;;;;;;;;;;;Jean-Marie Gauthier, Eric Jenn, Ramon Conejo;IRT St-Ex, IRT St-Ex, IRT St-Ex, ;;;;;;;;;;;;;84;0;Réalisé;1
1133;E009-10;10;E009;Communication;Aging of p-GaN gate HEMTs under hard-switching conditions;;;ESREF 2025;06/10/2025;09/10/2025;Bordeaux;France;https://esref2025.sciencesconf.org/;;;;;;;;;;;;A. Diouf (a,e), V. Rustichelli (a), M. Alam (a) , L. Pace (b), E. Marcault (c), T. Grzes (d), H. Morel(e);(a) IRT Saint-Exupery, 3 Rue Tarfaya, 31400 Toulouse, France (b) Ecole Centrale de Lyon, INSA Lyon, Université Claude Bernard Lyon 1, CNRS, Ampère, UMR5005, 69130 Ecully, France (c) Commissariat à l’Énergie Atomique et aux Énergies Alternatives, CEA Occit;;;;non;;;;;;;;;831;0;Réalisé;1
1137;M036-1;1;M036;Article journal;A STRONGLY COUPLED THERMO-MECHANICAL MODEL FOR THE SIMULATIONS OF THERMOPLASTIC COMPOSITES FAST PROCESSING;;;;;;;;;American Society for Composites;07/10/2025;;;;;;;;;;Kaan Deniz1, Veit Wuerfel2, Raul Gomez Quinones1, Kate Gongadze1, Stephanie Miot3, Karine Labastie3, Attilio Chiappini4, Maik Gude2, Stephen R. Hallett1 and Jonathan P.-H. Belnoue1,5;1 Bristol Composites Institute, University of Bristol, Bristol, UK 2 Technological University of Dresden, Dresden, Germany  3  IRT Saint Exupéry, Toulouse, France 4  Airbus Atlantic, Colomiers, France 5  National Composites Centre, Bristol, UK;;;;;;;;;;;;;365;1;Annulé;1
1138;E025-13;13;E025;Communication;Propriétés diélectriques et mobilité moléculaire d’un polyamide semi-aromatique : influence de la température et de la fréquence sur les performances électriques;;;3èmes journées du GDR REEPOS et 4ème colloque SDM;11/06/2025;12/06/2025;11-12 juin 2025, Saint-Valéry-en-Caux;France;https://gdr-reepos.cnrs.fr/;;;;;;;;10/04/2025;;;;Julien CHEDAILLEa,b, Victor HENRIa, Pierre HENRARDa, Eric DANTRASb*;(a)IRT Saint Exupéry, 3 rue Tarfaya, 31400, Toulouse, France (b)CIRIMAT, Physique des Polymères, Université de Toulouse III Paul Sabatier, 118 route de Narbonne,;;;;non;;;;;;;;;1461;1;Réalisé;1
1139;E009-11;11;E009;Communication;Modélisation et mesure de la variation de température à haute fréquence d’un transistor GaN pour les d'onduleurs de puissance;;;SYMPOSIUM DE GENIE ELECTRIQUE (SGE 2025);01/07/2025;03/07/2025;Toulouse;France;https://www.sge-conf.fr/sge-2025/;;;;;;;;01/11/2024;17/03/2025;19/05/2025;;Duc Hoan TRAN, Bernardo COUGO, Rodrigo DRUMMOND, Israel DIVAN, Gilles SEGOND;IRT Saint Exupéry, Toulouse, France ;;;;non;;;;;;;;;821;0;Réalisé;1
1141;E009-12;12;E009;Communication;Modeling and measurement of high frequency temperature variation of GaN transistors for inverter and rectifier applications;;;ESREF 2025;06/10/2025;09/10/2025;Bordeaux;France;https://esref2025.sciencesconf.org/;;;;;;;;18/03/2025;;06/06/2025;;Duc Hoan TRAN, Bernardo COUGO, Rodrigo DRUMMOND, Israel DIVAN, Gilles SEGOND;IRT Saint-Exupery;;;;;;;;;;;;;821;0;Réalisé;1
1142;E009-13;13;E009;Communication;Failure Mechanisms of GaN HEMTs in Single Event Destructive Short-Circuit at Different VDS Voltage Levels;;;ESREF 2025;06/10/2025;09/10/2025;Bordeaux;France;https://esref2025.sciencesconf.org/;;;;;;;;;;;;M.Dedew (a,b),  S. Lefebvre (c), T.A. Nguyen (c), T.L. Le (d), V. Rustichelli (a), J. Oliveira (a), M. Alam (a), F. Coccetti (a);(a) IRT Saint-Exupéry, 3 rue Tarfaya, B612, 31400, Toulouse, France (b) SATIE, Université Paris-Saclay, ENS Paris-Saclay, 4, avenue des sciences 91190, Gif-Sur-Yvette, France (c) SATIE, Cnam, 292, rue Saint Martin, 75141, Paris Cedex 03, France (d) SAFRAN;;;;non;;;;;;;;;831;0;Réalisé;1
1143;E009-14;14;E009;Communication;Permanent degradation of p-GaN HEMTs due to repetitive overvoltage stress during hard turn-off switching;;;ESREF 2025;06/10/2025;09/10/2025;Bordeaux;France;https://esref2025.sciencesconf.org/;;;;;;;;;;;;T. Vadebout (a), P. Bevilacqua (a) , V. Rustichelli (b) , M. Alam (b) , L. Allirand (c) and H. Morel (a);(a) INSA Lyon, Université Claude Bernard Lyon 1, Centrale Lyon, CNRS, Ampère, F-69621, France (b) IRT Saint Exupery, F-31400, France (c) Schaeffler, F-31100, France;;;;non;;;;;;;;;831;0;Réalisé;1
1145;E009-15;15;E009;Article journal;Gate lifetime investigation at low temperature for p-GaN HEMT;;;;;;;;;IEEE Microelectronic Reliability;;170;;;10.1016/j.microrel.2025.115658;;;;;;M. Alam (a), V. Rustichelli (a), M. Zerarka (a), C. Banc (a,b), J. Pieprzyk (a,c), O. Perrotin (a,d), R. Ceccarelli (d), D. Tremouilles (e), M. Matmat (a), F. Coccetti (a);(a) IRT Saint Exupery, Toulouse, France (b) Safran Electronics & Defense, France (c) STMicroelectronics, Toulouse, France (d) Alter Technology, Toulouse, France (e) LAAS-CNRS, Université  de Toulouse, CNRS, Toulouse, Franc;;;;;;;;;;;;;831;0;Réalisé;1
1146;E009-16;16;E009;Article journal;"Dependence between the drain current saturation and short-circuit robustness of p-GaN HEMTs	";;;;;;;;;"IEEE Microelectronic Reliability	";;171;;;https://doi.org/10.1016/j.microrel.2025.115794;;;;;;M.Dedew (a,b), S. Lefebvre (c), T.A Nguyen (c), T.L Le (d) V. Rustichelli (a), J. Oliveira (a), M. Alam (a), F. Coccetti (a);(a) IRT Saint-Exupéry, 3 rue Tarfaya, B612, 31400, Toulouse, France (b) SATIE, Université Paris-Saclay, ENS Paris-Saclay, 4, avenue des sciences 91190, Gif-Sur-Yvette, France (c) SATIE, Cnam, 292, rue Saint Martin, 75141,Paris Cedex 03, France (d) SAFRAN ;;;;;;;;;;;;;831;0;Réalisé;1
1147;E009-17;17;E009;Communication;Niveau de saturation du courant de drain et son impact sur la robustesse des transistors GaN en régime de court-circuit;;;"SYMPOSIUM DE GENIE ELECTRIQUE (SGE 2025)	";01/07/2025;03/07/2025;Toulouse;France;https://sge2025.sciencesconf.org/;;;;;;;;;;;;M.Dedew (a,b), T.A Nguyen (c), T.L Le (d), S. Lefebvre(c), V. Rustichelli (a), M. Alam (a), J. Oliveira  (a), F. Coccetti  (a);(a) IRT Saint-Exupéry, 3 rue Tarfaya, B612, 31400, Toulouse, France (b) SATIE, Université Paris-Saclay, ENS Paris-Saclay, 4, avenue des sciences 91190, Gif-Sur-Yvette, France (c) SATIE, Cnam, 292, rue Saint Martin, 75141,Paris Cedex 03, France (d) SAFRAN ;;;;;;;;;;;;;831;0;Réalisé;1
1149;E009-18;18;E009;Communication;Étude de la fiabilité des GaN SP-HEMT sous surtensions en commutation dure;;;"SYMPOSIUM DE GENIE ELECTRIQUE (SGE 2025)	";01/07/2025;03/07/2025;Toulouse;France;https://sge2025.sciencesconf.org/;;;;;;;;;;;;T. Vadebout (a), P. Bevilacqua (a), V. Rustichelli (b) , M. Alam (b) , L. Allirant (c) et H. Morel (a);(a)Univ Lyon, INSA Lyon, Univ. Claude Bernard Lyon 1, Ecole Centrale Lyon, CNRS, Ampère, F-69621, France (b) IRT Saint Exupery, F-31400, France, (c) Vitesco Technologies, F-31100, Franc;;;;;;;;;;;;;831;0;Réalisé;1
1151;E009-20;20;E009;Communication;Mécanismes physiques de HEMT GaN révelés par l’instabilité de la tension de seuil;;;SYMPOSIUM DE GENIE ELECTRIQUE (SGE 2025);01/07/2025;03/07/2025;Toulouse;France;;;;;;;;;;;;;H. RAZAFIMANJAKA (a) , D. TRÉMOUILLES (a) , M. ALAM (b) , V. RUSTICHELLI (b) , A. BOURENNANE (b);(a) LAAS-CNRS, Université de Toulouse, CNRS (b) IRT St Exupery, Institut de Recherche Technologique;;;;;;;;;;;;;831;0;Réalisé;1
1159;M010-6;6;M010;Communication;Impact of heat treatments on the microstructure and the mechanical properties of ?/?' Ni-based superalloys obtained by DED processes : towards spatially & functionally graded parts;;;TMS 2025;23/03/2025;27/03/2025;Las Vegas;Etats-Unis;https://www.tms.org/TMS2025;;;;;;;;02/07/2024;20/08/2024;;;G.Burlot1,2, B. Max2, A. Prillieux2, A. Proietti3, E. Saly1,4, R. Lebot1,4, P. Sallot4, E. Ferreira5, A. Rapetti1, S. Hemery1, M. Sazerat1,5, R. Bordas1, S. Gillet6, A. Cervellon6, J. Cormier1;1 Institut Pprime - Chasseneuil du Poitou, 2 IRT Saint-Exupéry - Toulouse, 3 Centre Castaing - Toulouse, 4 Safran Tech - Magny les Hameaux, 5 Safran Additive Manufacturing Campus - Le Haillan, 6 Safran Aircraft Engines - Châtellerault;;;;;;;;;;;;;101;0;Réalisé;1
1160;M010-7;7;M010;Communication;Effets des traitements thermiques sur la microstructure et les propriétés mécaniques de superalliages base Ni ?/?' élaborés par DED  ;;;MQA;23/06/2025;27/06/2025;TOULOUSE;France;https://metav2025.sciencesconf.org/;;;;;;;;31/01/2025;14/03/2025;;;G. Burlot1,2, B. Max2, A. Prillieux2, A. Proietti3, E. Saly1,4, R. Lebot1,4, P. Sallot4, E. Ferreira5, A. Rapetti1, S. Hemery1, J. Cormier1, S. Gillet6, A. Cervellon6;"1 Institut Pprime, ISAE-ENSMA, UPR CNRS 3346, Chasseneuil du Poitou, France; 2 IRT Antoine de Saint Exupéry, Pôle MMP, Toulouse, France; 3 Centre de Microcaractérisation Raimond Castaing, Université de Toulouse, Toulouse INP, INSA Toulouse, CNRS, Toulouse";;;;;;;;;;;;;101;1;Réalisé;1
1161;M010-8;8;M010;Communication;Matériaux à gradient de composition chimique produits par technologie Directed Energy Deposition Laser Beam with Powder (DED-LB-p);;;MQA;23/06/2025;27/06/2025;TOULOUSE;France;https://metav2025.sciencesconf.org/;;;;;;;;30/01/2025;14/03/2025;;;Bertrand Max1, Elise Ferreira2, Aurélien Prillieux1, Thomas Gilles1, Simon Perusin1;"1 IRT Saint Exupéry, Toulouse, France; 2 SAFRAN Additive Manufacturing Campus, Le Haillan; France";;;;;;;;;;;;;101;1;Réalisé;1
1163;S018-8;8;S018;Communication;Point by Point Inscribed Tilted Fibre Bragg Gratings;;;EOSAM (European Optics Society Annual Meeting);24/08/2025;28/08/2025;Delft;Netherlands;https://www.europeanoptics.org/events/eos/eosam2025.html;;;;;;;;09/04/2025;05/05/2025;10/04/2025;;James Hainsworth(1,2), Adriana Morana(2), Meriem Kemel(1), Marina Arnaud(1), Sylvain Girard(2), Paul Vincent(1), Emmanuel Marin(2);IRT Saint Exupery (1), Laboratoire Hubert Curien (2);;;;;;;;;;;;;989;1;Réalisé;1
1167;E005-6;6;E005;Communication;Vitrimers for power electronics;;;IWIPP 2025;08/04/2025;10/04/2025;Tuscaloosa;United States of America;https://iwipp.org/;;;;;;;;08/04/2025;08/04/2025;08/04/2025;;Partie 1 et 2 : Arati Baptiste (1), Labalette Marina (1), Coccetti Fabio (1) / Partie 3 :  Arati Baptiste (2-3), Bley Vincent (2), Teyssedre Gilbert (2), Pichon Pierre-Yves (3);(1) - IRT Saint-Exupery, (2) Laplace, (3) Mitsubishi Electrics R&D Centre Europe;;;;non;;;;;;;;;1461;0;Réalisé;1
1168;M011-4;4;M011;Article journal;Physically informed machine learning for the control of L-PBF processes;;;;;;;;;The International Journal of Advanced Manufacturing Technology;15/04/2025;;;2025;https://doi.org/10.1007/s00170-025-15507-w;;;;;;Antonio Pena Corredor, Clément Ernould, Jean-Marc Auger, Ludovic Barrière;IRT Saint Exupery;;;;;;;;;;;;;4;0;Réalisé;1
1169;V215-1;1;V215;Article journal;LIONESS–Improving and leveraging OpenMP for the efficient and safe use of new high-performance hardware platforms;;;;;;;;;Ada User Journal;;Vo l um e 4 5, N um b e r 4, D e c em b e r 2 0 2 4;243/246;2024;;;;;;;Sara Royuela, Franck WARTEL, Sylvain TIBERIO, Eric JENN, Hubert GUERARD, Guy BOIS ;Barceloona Supercomputing Center, Airbus Defense and Space, Airbus Defense and Space,  IRT St-Ex, SpaceCodesign, SpaceCodesign;;;;;;;;;;;;;84;0;Réalisé;1
1170;S087-18;18;S087;Communication;Industrialization of MDO methods, software and processes, from MBSE to high fidelity multi-components wing, pylon and nacelle optimisation;;;AIAA AVIATION FORUM AND ASCEND 2024;29/07/2024;02/08/2024;LAs Vegas;USA;;;;;;;;;;;;;A. Gazaix, V. Ambert, M. Guillen, N. Roussouly, F. Gallard, T. Druot, S. Coniglio, M. Hamadi, V. Drouet, R. Hollinger, J.-C. Giret, J.-F. Figue, A. Dechaume, M. De Lozzo, G. Ruiz Jimenez;IRT Saint Exupéry, Expleo Group, Capgemini, ENAC;;;;non;;;;;;;;;74;0;Réalisé;1
1172;S087-20;20;S087;Communication;A COMPARISON OF MDO BI-LEVEL FORMULATION VARIANTS WITH MDF ON A HIGH-FIDELITY AEROELASTIC WING TEST CASE;;;AEROBEST  2025;22/04/2025;24/04/2025;Lisbon;Portugal;;;;;;;;;;;;;Gilberto Ruiz Jimenez, Nicolas Roussouly, Francois Gallard, Anne Gazaix, Joel Brezillon2 Kittinan Thanissaranon, Vida Bruck and Joaquim R.R.A. Martins;IRT Saint Exupéry, Airbus, University of Michigan;;;;non;;;;;;;;;74;0;Réalisé;1
1173;S087-21;21;S087;Communication;PRECONDITIONING TECHNIQUES FOR GENERAL CONSTRAINED OPTIMIZATION PROBLEMS: APPLICATION TO INDUSTRIAL AEROSPACE COMPONENT DESIGN;;;AEROBEST 2025;22/04/2025;24/04/2025;Lisbon;Portugal;;;;;;;;;;;;;Shouvik Bandopadhyay, Francois Gallard, and Simone Coniglio;IRT Saint Exupéry, Airbus;;;;non;;;;;;;;;74;0;Réalisé;1
1174;S087-22;22;S087;Communication;Multidisciplinary Optimization of a Martian Spacecraft Design, using GEMSEO;;;ROADEF 2025;26/02/2025;28/02/2025;Champs-sur-Marne;France;;;;;;;;;;;;;Loïc Cousin, Nicolas Roussouly, Olivier Sapin, Anne Gazaix, François Gallard, Nicolas Sarda, Jacques Moulin;IRT Saint Exupéry, Airbus Defence and Space;;;;non;;;;;;;;;74;1;Réalisé;1
1175;S087-23;23;S087;Communication;Sensitivity analysisusing surrogate-based control variates;;;SAMO 2025;23/04/2025;25/04/2025;Grenoble;France;;;;;;;;;;;;;Olivier SAPIN,           Matthias DE LOZZO,            Paul MYCEK;IRT Saint Exupéry, CERFACS;;;;non;;;;;;;;;74;0;Réalisé;1
